Review_ID;Rating;Year;Month;Reviewer_Location;Branch;Latitud;Longuitud
161378111;2;2013;5;United States;Disneyland California;39.7837304;-100.445882
161320035;5;2013;5;United States;Disneyland California;39.7837304;-100.445882
161260842;5;2013;5;United Kingdom;Disneyland California;54.7023545;-3.2765753
161145298;5;2013;5;United Kingdom;Disneyland California;54.7023545;-3.2765753
161124416;4;2013;5;Australia;Disneyland California;-24.7761086;134.755
161111953;5;2013;5;Canada;Disneyland California;61.0666922;-107.991707
161091651;3;2013;5;United States;Disneyland California;39.7837304;-100.445882
161090034;5;2013;5;United States;Disneyland California;39.7837304;-100.445882
161053710;5;2013;5;Australia;Disneyland California;-24.7761086;134.755
160957477;3;2013;5;United States;Disneyland California;39.7837304;-100.445882
160922293;1;2013;5;United Kingdom;Disneyland California;54.7023545;-3.2765753
160766971;5;2013;5;United States;Disneyland California;39.7837304;-100.445882
160700893;4;2013;5;Canada;Disneyland California;61.0666922;-107.991707
160657584;5;2013;5;Canada;Disneyland California;61.0666922;-107.991707
160570438;1;2013;5;Egypt;Disneyland California;26.2540493;29.2675469
160569739;5;2013;5;United States;Disneyland California;39.7837304;-100.445882
160383572;4;2013;5;United States;Disneyland California;39.7837304;-100.445882
160201693;5;2013;5;United States;Disneyland California;39.7837304;-100.445882
160198671;5;2013;5;United States;Disneyland California;39.7837304;-100.445882
160192711;4;2013;5;United States;Disneyland California;39.7837304;-100.445882
160148241;5;2013;5;United States;Disneyland California;39.7837304;-100.445882
160134107;5;2013;5;United States;Disneyland California;39.7837304;-100.445882
160050518;3;2013;5;United States;Disneyland California;39.7837304;-100.445882
159991973;3;2013;5;Australia;Disneyland California;-24.7761086;134.755
159935688;1;2013;5;Canada;Disneyland California;61.0666922;-107.991707
159886788;5;2013;5;Australia;Disneyland California;-24.7761086;134.755
159814730;5;2013;5;United States;Disneyland California;39.7837304;-100.445882
159731830;3;2013;5;United States;Disneyland California;39.7837304;-100.445882
159687857;1;2013;5;United States;Disneyland California;39.7837304;-100.445882
159629032;4;2013;5;Canada;Disneyland California;61.0666922;-107.991707
159450327;5;2013;5;United States;Disneyland California;39.7837304;-100.445882
208116497;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
207654399;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
207243630;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
205701165;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
204415049;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
204217721;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
202641259;4;2013;6;United Kingdom;Disneyland California;54.7023545;-3.2765753
196924755;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
191382766;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
188453035;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
184480388;4;2013;6;Sweden;Disneyland California;59.6749712;14.5208584
183386342;3;2013;6;Canada;Disneyland California;61.0666922;-107.991707
177004771;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
176903570;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
176820679;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
175726611;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
175429654;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
172590971;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
171948105;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
171414443;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
170792681;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
170780646;4;2013;6;South Africa;Disneyland California;-28.8166236;24.991639
170672532;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
169832048;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
169653214;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
168549347;2;2013;6;United States;Disneyland California;39.7837304;-100.445882
168503494;2;2013;6;United States;Disneyland California;39.7837304;-100.445882
168374434;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
167468337;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
167408692;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
167275766;3;2013;6;Australia;Disneyland California;-24.7761086;134.755
166865406;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
166534066;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
166489890;5;2013;6;United Kingdom;Disneyland California;54.7023545;-3.2765753
166364827;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
166356835;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
166297312;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
166262800;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
166171345;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
166035594;2;2013;6;United States;Disneyland California;39.7837304;-100.445882
166003802;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165981292;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165563364;4;2013;6;Brazil;Disneyland California;-10.3333333;-53.2
165526703;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
165520663;3;2013;6;Australia;Disneyland California;-24.7761086;134.755
165519016;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165502015;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165456835;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
165285801;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
165214723;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165152682;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
165013164;4;2013;6;China;Disneyland California;35.0000663;104.999955
165009697;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165000461;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
164953263;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
164898709;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
164885042;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164867641;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
164862064;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164764504;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
164719559;4;2013;6;Mexico;Disneyland California;19.4326296;-99.1331785
164656435;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164862064;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164208514;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
163786390;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
163763787;5;2013;6;New Zealand;Disneyland California;-41.5000831;172.8344077
163742390;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
163672739;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
163622800;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
163520724;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
163446346;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
163215838;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
162934090;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
162905929;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
208219160;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
208047758;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
207963797;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
207869880;5;2013;6;New Zealand;Disneyland California;-41.5000831;172.8344077
207612397;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
207573151;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
207517052;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
206917235;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
205370194;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
204288592;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
203721695;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
203569114;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
203271427;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
200975563;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
200829358;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
200750527;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
196441685;4;2013;6;United Kingdom;Disneyland California;54.7023545;-3.2765753
193336401;5;2013;6;Germany;Disneyland California;51.1638175;10.4478313
193206178;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
189966959;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
189817294;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
189153455;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
188899041;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
187268236;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
186357195;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
186281469;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
185261471;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
184525644;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
182524324;5;2013;6;United Kingdom;Disneyland California;54.7023545;-3.2765753
181484280;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
181297857;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
181089452;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
181071623;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
181039628;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
180385844;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
180279350;4;2013;6;United Kingdom;Disneyland California;54.7023545;-3.2765753
178217753;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
178085761;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
177002911;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
175692065;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
175488496;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
174865274;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
173799158;5;2013;6;United Kingdom;Disneyland California;54.7023545;-3.2765753
173578208;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
173565161;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
173497920;5;2013;6;New Zealand;Disneyland California;-41.5000831;172.8344077
173455252;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
173337125;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
172879354;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
172170688;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
171683279;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
170522005;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
170328624;3;2013;6;Australia;Disneyland California;-24.7761086;134.755
170323044;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
170055517;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
169831986;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
169503729;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
169445306;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
169421280;5;2013;6;New Zealand;Disneyland California;-41.5000831;172.8344077
168977411;2;2013;6;United States;Disneyland California;39.7837304;-100.445882
168919936;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
168646721;5;2013;6;Portugal;Disneyland California;39.6621648;-8.1353519
168410690;3;2013;6;Canada;Disneyland California;61.0666922;-107.991707
168359674;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
168258417;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
168219391;4;2013;6;Romania;Disneyland California;45.9852129;24.6859225
168206773;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
168026676;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
167983560;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
167867735;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
167847109;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
167784270;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
167708465;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
167596650;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
167467403;2;2013;6;United States;Disneyland California;39.7837304;-100.445882
167446452;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
167443424;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
167355623;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
167351450;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
167342109;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
167317068;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
167314948;5;2013;6;United Kingdom;Disneyland California;54.7023545;-3.2765753
167281472;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
167071134;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
167021573;4;2013;6;United Kingdom;Disneyland California;54.7023545;-3.2765753
166986272;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
166971614;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
166953473;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
166841880;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
166795658;3;2013;6;United Kingdom;Disneyland California;54.7023545;-3.2765753
166754595;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
166722723;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
166754595;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
166465172;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
166422059;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
166418163;3;2013;6;Canada;Disneyland California;61.0666922;-107.991707
166327446;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
166303266;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
166227194;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
166123829;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
166115311;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
166108982;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
166073478;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
166058661;1;2013;6;Australia;Disneyland California;-24.7761086;134.755
165993694;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165955683;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
165943865;3;2013;6;Australia;Disneyland California;-24.7761086;134.755
165909706;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165907161;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
165900780;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165830635;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
165773742;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
165768057;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
165746112;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165721820;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
165664798;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
165632867;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
165607380;3;2013;6;New Zealand;Disneyland California;-41.5000831;172.8344077
165597823;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165579979;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
165578323;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165555624;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
165501000;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
165500826;4;2013;6;New Zealand;Disneyland California;-41.5000831;172.8344077
165477121;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165435473;5;2013;6;New Zealand;Disneyland California;-41.5000831;172.8344077
165388447;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
165378934;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165371160;3;2013;6;Australia;Disneyland California;-24.7761086;134.755
165362228;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165360716;4;2013;6;Poland;Disneyland California;52.215933;19.134422
165347335;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165343350;2;2013;6;United States;Disneyland California;39.7837304;-100.445882
165316051;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165258929;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
165249654;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
165218186;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165161255;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
165137735;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
165137227;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
165136347;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165089750;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
165059233;2;2013;6;United States;Disneyland California;39.7837304;-100.445882
164970411;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
164966576;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164963813;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164945059;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164932889;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164926983;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
164925232;5;2013;6;New Zealand;Disneyland California;-41.5000831;172.8344077
164893647;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
164870652;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
164757838;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
164755614;2;2013;6;United Kingdom;Disneyland California;54.7023545;-3.2765753
164743541;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
164739382;5;2013;6;Hungary;Disneyland California;47.1817585;19.5060937
164719074;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
164715488;5;2013;6;United Kingdom;Disneyland California;54.7023545;-3.2765753
164700746;4;2013;6;New Zealand;Disneyland California;-41.5000831;172.8344077
164700057;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
164663354;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
164643569;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
164587143;5;2013;6;South Africa;Disneyland California;-28.8166236;24.991639
164550991;1;2013;6;United States;Disneyland California;39.7837304;-100.445882
164547970;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164543841;5;2013;6;Singapore;Disneyland California;1.357107;103.8194992
164517715;5;2013;6;Singapore;Disneyland California;1.357107;103.8194992
164463425;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164448011;4;2013;6;United Arab Emirates;Disneyland California;24.0002488;53.9994829
164446680;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164445072;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164431006;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
164416298;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
164319438;3;2013;6;Canada;Disneyland California;61.0666922;-107.991707
164291308;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164236372;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164208315;3;2013;6;Australia;Disneyland California;-24.7761086;134.755
164203703;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
164102091;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164094487;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164060173;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
164059927;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
163997478;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
163948343;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
163911301;5;2013;6;India;Disneyland California;22.3511148;78.6677428
163896901;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
163869667;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
163827603;4;2013;6;Singapore;Disneyland California;1.357107;103.8194992
163794069;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
163719876;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
163712858;5;2013;6;United Kingdom;Disneyland California;54.7023545;-3.2765753
163702105;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
163626127;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
163622206;2;2013;6;Canada;Disneyland California;61.0666922;-107.991707
163616094;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
163596102;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
163476646;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
163411933;3;2013;6;Spain;Disneyland California;39.3260685;-4.8379791
163390001;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
163366189;4;2013;6;India;Disneyland California;22.3511148;78.6677428
163281195;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
163280104;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
163207873;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
163189531;5;2013;6;Indonesia;Disneyland California;-2.4833826;117.8902853
163141356;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
163094038;5;2013;6;New Zealand;Disneyland California;-41.5000831;172.8344077
163023782;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
162920360;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
162685597;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
207837541;5;2013;6;New Zealand;Disneyland California;-41.5000831;172.8344077
206311447;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
206304237;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
205726985;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
204989002;5;2013;6;New Zealand;Disneyland California;-41.5000831;172.8344077
204218920;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
203756836;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
202392711;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
199724477;5;2013;6;Hong Kong;Disneyland California;22.350627;114.1849161
196868955;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
195897061;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
195407253;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
194749554;4;2013;6;France;Disneyland California;46.603354;1.8883335
187140524;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
186280427;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
184973181;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
180813830;3;2013;6;Canada;Disneyland California;61.0666922;-107.991707
179838934;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
178408281;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
178161738;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
175975571;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
174502092;1;2013;6;United States;Disneyland California;39.7837304;-100.445882
173017597;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
172637726;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
171458631;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
170500548;2;2013;6;United States;Disneyland California;39.7837304;-100.445882
170297024;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
168887207;4;2013;6;South Africa;Disneyland California;-28.8166236;24.991639
168811706;1;2013;6;United States;Disneyland California;39.7837304;-100.445882
168377761;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
168342225;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
167981157;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
167440500;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
167354392;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
167314966;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
167100682;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
167077655;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
167015087;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
166904805;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
166897472;3;2013;6;Canada;Disneyland California;61.0666922;-107.991707
166547518;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
166506113;3;2013;6;Australia;Disneyland California;-24.7761086;134.755
166469674;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
166329486;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
166291332;3;2013;6;Singapore;Disneyland California;1.357107;103.8194992
166239510;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
166218276;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
166177452;4;2013;6;Germany;Disneyland California;51.1638175;10.4478313
165956399;5;2013;6;Japan;Disneyland California;36.5748441;139.2394179
165947583;2;2013;6;United States;Disneyland California;39.7837304;-100.445882
165900043;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165858836;1;2013;6;United States;Disneyland California;39.7837304;-100.445882
165837423;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
165809043;2;2013;6;United States;Disneyland California;39.7837304;-100.445882
165760372;1;2013;6;United States;Disneyland California;39.7837304;-100.445882
165748699;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
165745877;1;2013;6;Australia;Disneyland California;-24.7761086;134.755
165744363;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
165741844;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
165633736;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
165601629;1;2013;6;United States;Disneyland California;39.7837304;-100.445882
165581914;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
165554581;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
165477484;2;2013;6;United Kingdom;Disneyland California;54.7023545;-3.2765753
165438786;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
165329633;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
165312797;4;2013;6;Australia;Disneyland California;-24.7761086;134.755
165230913;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
165181384;2;2013;6;United States;Disneyland California;39.7837304;-100.445882
165164520;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165143280;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
165140789;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
165138170;2;2013;6;United States;Disneyland California;39.7837304;-100.445882
165083454;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
165078354;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
165047174;5;2013;6;Brazil;Disneyland California;-10.3333333;-53.2
165036240;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164950371;2;2013;6;United States;Disneyland California;39.7837304;-100.445882
164937100;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
164924819;4;2013;6;Canada;Disneyland California;61.0666922;-107.991707
164917176;3;2013;6;United Kingdom;Disneyland California;54.7023545;-3.2765753
164871397;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164808083;3;2013;6;Mexico;Disneyland California;19.4326296;-99.1331785
164778605;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
164773834;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
164719328;3;2013;6;Singapore;Disneyland California;1.357107;103.8194992
164506118;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164466437;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
164399887;1;2013;6;United States;Disneyland California;39.7837304;-100.445882
164375892;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
164141869;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
164079566;5;2013;6;Canada;Disneyland California;61.0666922;-107.991707
164031988;1;2013;6;United States;Disneyland California;39.7837304;-100.445882
164016994;3;2013;6;United States;Disneyland California;39.7837304;-100.445882
163992454;4;2013;6;United States;Disneyland California;39.7837304;-100.445882
163984259;1;2013;6;United States;Disneyland California;39.7837304;-100.445882
163776476;3;2013;6;Australia;Disneyland California;-24.7761086;134.755
163771096;2;2013;6;New Zealand;Disneyland California;-41.5000831;172.8344077
163770703;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
163709816;5;2013;6;United States;Disneyland California;39.7837304;-100.445882
163668486;5;2013;6;Australia;Disneyland California;-24.7761086;134.755
